number,comment,label
4408,"Однажды в студеную зимнюю поpу
Сижу за pешеткой в темнице сыpой,
Гляжу: поднимается медленно вгоpу
Вскоpмленный в неволе оpел молодой.

",1
8644,"Писать мне, если есть 😢",0
8588,Лекции его были незабываемыми. С днем рождения Учитель.,0
7384,3 видео класс конечно,0
3222,"Кто ищет, тот найдет; кто ждет, тот, бл&дь, дождется!


",1
8210,,0
451,"Иногда, когда едет крыша, почему-то меняют пол...


",1
3731,"Прежде чем говорить: ""я тебя люблю"",
попробуйте сказать про себя: ""я готов
разделить с тобою ВСЕ, что у меня есть"".


",1
8953,В лс,0
4986,"В жизни всегда есть место подвигу, просто не всем удается до этого места дожить.


",1
3663,"За растрату средств, выделенных на строительство 27-тысячного стадиона, прораба отправить под суд, бригадира уволить, а в построенном сооружении сделать газетный киоск.

",1
2763,"Табличка на двеpях бактериологической лабоpатоpии:- Что посеешь, то и пожнешь.
",1
658,"Кто дважды старое помянет, тому очки больше не понадобятся.

",1
7678,"[id274398380|Александр], где петицию можно подписать?",0
7676,"[id328511704|Алла], и снова 3-е сентября 🥺 На фото я твоё взгляну...  У вас осталось 6 попыток из 26.   🎁 Осталось 55 призов.",0
4620,"Я отдуваюсь, как резиновая кукла...


",1
999,"Держи процессор в холоде, а руки в тепле...


",1
389,"Сколько воды не пить, пьяным все равно не быть – чуть-чуть, может,
только забалдеешь литров после десяти.


",1
3407,"После пятого аборта о девственности не плачут.


",1
1476,"Сотрудниццо ищет на клавиатуре римские цифры
посоветовал включить итальянскую раскладку :))

",1
2240,"Эти глаза на противне...


",1
2386,"Чем меньше можем, тем больше хотим!


",1
9139,"[id238264623|Sonya], вы не попали ✖ ✅ У вас осталось 6 попыток из 17.   🎁 Осталось 9 спрятанных призов.",0
992,"Если слепым выдать миноискатели вместо палочек - жить станет немного
безопасней.


",1
4997,"Российские футболисты играют настолько бесподобно, что трудно понять, во
что они играют.


",1
3922,"Если Вы постригли ногти, не спешите их выбрасывать, а вдруг новые не вырастут!

",1
2972,"Плоха та женщина, что не может свалить на мужчину свои ошибки,
и недостойна она растить детей, ибо вырастит дураков.


",1
3386,"Ничто так не сохраняет память о человеке как досье, составленное
из доносов.


",1
7885,,0
8812,дора,0
4769,"""Whoo"" Юникс никогда не будет дружелюбным к пользователю, пока в нём команды ""человек"", ""гора"", ""гудрон"", ""кошка"" и ""рысь"" не делают ничего относящегося к человеку, горе, гудрону, кошке и рыси.

",1
1293,"Грыжа не изжога - аспирином не вылечишь.


",1
1824,"Диаретик марксизма


",1
2873,"Деньги кончились - проблемы остались.


",1
4173,"дело не в количестве денег а в их качестве


",1
2535,"Нет, я не жизнерадостный, это у меня уже истерика...


",1
9132,Есть,0
1907,"Изумительный вид на черт-знает-что!


",1
42,"Чрезмерное употребление пива ведет к женщинам.

",1
9491,,0
368,"Как еврея ни корми, он все равно в Израиль смотрит.


",1
1151,"Как правило внутренний голос не является голосом разума.


",1
7752,Два года как один,0
6358,Могу”,0
5912,Лучшие🔥😍,0
6507,,0
7525,"[id206147809|Таня], лучшая🔥",0
4160,"Сердце мужчины состоит из двух желудочков: один - для водки, другой - для закуски.
",1
4287,"Майкрософт Ворд не понимает слово ""стрипризерша"", то есть подчеркивает красным, а когда кликаешь на него мышкой, то ввозможных исправлениях он выдает ""стриптиз ерша"".
",1
7775,AZ36,0
6714,"[id251585980|Андрей], да",0
174,"... Наутро вкратце воспроизвел содержание вчерашнего стола...


",1
1903,"Обидно вот получается, весна, лето, осень – один раз в году, а зима два раза, один раз в начале года, второй раз в конце.
",1
1099,"Девушка прибегает на работу вся запыхалась:
- Добрый член тьфу ты толстый день тьфу ты короче что вчера было!!!

",1
8114,"Отличный преподаватель, с юмором.",0
3408,"Образование высшее, питерское.


",1
1538,"Из песни ""бл&"" не выкинешь!


",1
2292,"Шевели мозгами, чтобы шевелить не только мозгами!


",1
9300,,0
1363,"Чтобы мужчина давал семье больше денег, надо с ним вовремя развестись.

",1
7188,Лучшая!🔥😘,0
6627,,0
5260,,0
6815,,0
9461,"[id135449295|Ольга], на поражение!!!",0
680,"Для милого дружка - и сережку из пупка !


",1
9315,"[id671064366|Елизавета], меня захвати",0
9298,,0
3664,"Pеальная надпись в гастрономе - на ценнике около коровьих мозгов написанно: ""Коровий ум"".
",1
1661,"Ушки на макушке и хвост пистолетом - одна из разновидностей
""белой горячки"".


",1
508,"Когда он родиля, папа долго швырял кирпичи в аистов....

",1
166,"Dima: скоро работодатели в объявах будут писать не мед страховка и соц пакет, а халявный трафик аська и одноклассники

",1
5497,Био/хим),0
8299,"А это что мигает, с Северной стороны?",0
1006,"Пpицел тоже является чьей-то точкой зpения.


",1
9739,,0
1914,"Как говорил Мальчиш-Кибальчиш: если ночью будет стоять, то и днем мы
продержимся!


",1
3494,"Пыль в комнате размножается по страшному - это наверное я такой
сексопильный!


",1
9633,,0
9750,"если экзамен очно, на консультации вам подтвердили автомат, ну или до нее, преподаватель адекватный - то неявку не поставит, разве что по ошибке, но я таких случаев не помню.   вот когда экзамены были в тимзе, там иногда строго требовали подключиться и повисеть на 5-10 минут",0
6444,Тройки,0
4990,"Несло от него, как от скунса, только что вышедшего из спортзала.


",1
2536,"Герасим в лодке везет МУ-МУ вокруг вода тишина
МУ-МУ поднимает голову и говорит Герасиму
Ох Герасим что-то ты не договариваеш

",1
1104,"Чтобы не было автокатастроф, надо мужчинам не наливать алкоголь, а
женщинам не наливать бензин.


",1
3875,"Из сочинения сына:Рыцарь - это отважный, держащий слово человек, который пережил и не такое...
",1
7523,,0
1752,"Голубой партруль отлавливает юных натуралистов.


",1
5310,,0
7296,,0
2916,"Идеал - это то, что фотошоп может только испортить....

",1
8974,"Добрый вечер, как узнать в какой я группе? Когда приходить за учебниками и студенческим?",0
5754,,0
152,"Гляжусь в тебя, как в зеркало - до семяизвержения


",1
7690,"[id436254879|Юлия], ты, просто чудо!",0
5679,,0
3907,"Домашний телефон нужен хотя бы для того, чтобы можно было найти мобильный...
",1
9135,,0
2552,"Взвод, по диагонали спиной друг к другу в шахматном порядке становись!

",1
2773,"Два Деда Мороза снимут двух Снегурочек для совместной игры в городки.
",1
6098,"[id352668628|Ашот], я уже не учусь в бауманке, закончила",0
3551,"DX: Слушай сайт сломал А потрить его уже нет настоения как так DX: А дефейс это хорошо или плохо Князь: плохоКнязь: хотя зависит от сайтаDX: а сайт фуфловый, хотя и друга DX: Думаю надо задефейсить что-бы глюк исправил как думаешь DX: или глюк самому исправить Князь: ну напиши ""ты мне друг - но вебмастер из тебя отвратительный""

",1
3722,"Ничто так не приводит к проколу в разговоре с умным человеком как
плоская шутка.


",1
9870,,0
520,"Муж попросил жену отдать супружеский долг рубл&ми...

",1
8033,,0
4538,"От здорового тела - здоровый дух.


",1
6778,,0
1822,"Кто не успел - тот провожающий.


",1
4086,"Есть два вида школьных каникул - слишком короткие для детей и слишком
длинные для родителей.


",1
6148,"[id406671434|Валентин], увы наш бот не знает такого слова  😞  У вас осталась 1 попытка из 3.",0
8742,"Любишь выезжать на работу в 5:30, люби и заканчивать рабочий день в 16:30",0
9472,"[id84601588|Мария], возвращайтесь в игру 😉 У вас есть ещё 2 попытки.",0
7741,,0
309,"Даже плохому танцору Фаберже не помешает.


",1
7720,"[id309831568|Михаил], так он же не на неё прям сел , рядом ещё достаточно много места. Подумай , прежде чем подобную ерунду постить 🤦🏻‍♀️",0
8222,,0
8656,,0
3599,"Одиночество - это когда ты всегда знаешь, кто насвинячил на кухне.

",1
3622,"Немой мальчик жестами объяснил, что его зовут Хуан.


",1
3811,"Женщинам уже потому приходится болтать языком, что больше нечем.

",1
3450,"Каждая жена приносит радость своему мужу, правда не каждая успевает сделать это при жизни.

",1
4591,"Невидимо пролетел СТЭЛС с громким ревом.


",1
205,"Страх перед глупостью есть начало мудрости.


",1
9840,"[id596021040|Eldi], жоска",0
1135,"Кошер Бессмертный
(Древняя традиция приготовления и приема пищи)
- Фокусов


",1
9384,Продам аккаунты в доте,0
2749,"С водкой все идет хорошо, кроме ног.


",1
3613,"Из спонсорских списков царя Бориски: Вован ПО(чти)Танин.


",1
305,"Она проголодалась и голопродалась.

",1
1849,"Поэтом можешь ты не быть, но в стойку встать всегда обязан


",1
7669,"Чет смешно становится всегда, парни в анкетах как будто резюме на работу пишут.  Надо ещё добавить, кем ты себя видишь через пять лет.",0
1988,"а я приемлю только теорию относительности и положительности туда, откуда
взял!


",1
3240,"Hа производственном совещании:
- Хочу обратить внимание сотрудников, работающих непосредственно с клиентами, на то обстоятельство, что словосочетание ""всякая херня"" не в полной мере отражает ассортимент товаров и услуг, предоставляемых нашей компанией.

",1
2798,"Муж - жене:
- Наконец-то ты въехала правильно, только жалко не в наш гараж...
",1
4515,"""Beh0lder"" секс втроём такая лажа""afx237_v719246"" особенно когда все трое мужики""Beh0lder"" точно

",1
5630,"[id219486839|Егор], если что, я к тебе перенаправлю✌",0
9372,"[id103070728|Григорий], не знаю, что у тебя там за «работа» такая))), я работал в cisco, потом писал яндекс маркет больше двух лет",0
3109,"Нигде не ведут себя так вежливо, как в очереди к стоматологу.

",1
4939,"Нет ничего унизитильнее и труднее, чем обрести родину, не потеряв
Отчизну.


",1
4059,"Если Вы пришли утром на работу, значит вчера плохо отработали.


",1
1987,"Продам туристическую палатку б/у один раз или поменяю на детскую коляску.

",1
7157,От всей души поздравляю!😍❤,0
8874,"Артёмова Екатерина Алексеевна, юридический факультет",0
6613,,0
383,"""Мультиоргазм"" для супружеской пары пенсионеров - умереть в один день...


",1
5634,,0
4307,"World Wide Wъeb

",1
3388,"643 Полезный совет:
""Если ваша жена хочет научиться водить автомобиль, са-
мое главное -- не стоять у нее на пути"".

",1
3156,"В авиации не пьет только автопилот


",1
9995,,0
2727,"РАЗ В ГОД И ПАЛКА СТРЕЛЯЕТ - РАЗ В ГОД И ФАЛЛОИММИТАТОР КОНЧАЕТ!


",1
6333,После отчисления 😏,0
9899,,0
8751,,0
8302,Молодцы 💋💋💋 Наши студенты Лучшие👏🎉🏆♥️,0
6037,,0
3832,"Мужчина нетрадиционной сексуальной ориентации и делает это задом-наперед.


",1
8917,👋🏻,0
4776,"Если вы думаете, что у людей плохая память, попробуйте рассказать им анекдот,
который рассказывали месяц назад.


",1
4276,"GODZILLA - Бог завода ЗИЛ!


",1
253,"Без мигалки ты букашка, а с мигалкой - человек.


",1
7895,,0
9590,Обращайся,0
7288,"Ясно, спасибо",0
278,"В связи с удручающей статистикой аварий компания Даймлер Бенц объявляет о покупке автозавода ЗАЗ и немедленном отзыве всех втомобилей ""Запорожец"".

",1
3252,"Объявление:Обеспечу уход престарелого человека.
",1
2480,"Пиво - это напиток богов по дешевке


",1
289,"Покой - не самоцель, а средство достижения цели.


",1
6086,6 ноября это ж воскресенье?,0
3075,"Мысль на предвыбоную тематику:
У России две болезни: геморой и хронический насморк - врагов мочим
в сортире и постоянно жуем сопли.


",1
8123,"[id238243538|Владислав], вот так вот бывает!",0
7598,"В нелетнее время приходите участниками или помогаторами, зову 💛🍃",0
6403,,0
5089,Здравствуйте сем какой ?,0
7283,"Пары отменят если, то будет очень хорошо",0
9717,"[id135347366|Эрик], да я уже перехожу на 4 курс, так что видимо уже просто закончу Если что на заочке потом выучусь, чтобы было  Спасибо Вам большое за ответы)",0
8402,Гусев 22ФПЛ-1,0
6121,"то, что в нашем отряде есть такой Человек – уже победа 🧡",0
7754,❤️❤️❤️❤️❤️🤪,0
270,"Все можно вынести, если знать на чьих плечах.


",1
6009,"[id260588646|Aye], 😊",0
4570,"Из школьных сочинений:Из всех женских прелестей у Марии Болконской были только глаза.
",1
9116,Отдаю я) пишите в личку,0
9803,,0
2971,"Женщины любят развесив уши, мужчины любят выпучив глаза.


",1
6193,Да можно,0
8768,"[id296501949|Вика], Доброго времени суток! По поводу приза напишите [https://vk.com/danissimo123|Даниле]",0
4207,"Сказочная у нас страна: куда ни глянь – везде оборотни (в погонах).


",1
3218,"Больше всего хочется в отпуск за месяц до и 10 месяцев после него


",1
1391,"На работе так важно чувствовать душевный подъеб!


",1
3975,"Девушка, имеющая дело с компьютерами, должна уметь правильно обжать
конец..


",1
4316,"Мир - это огромная база знаний со сложным языком запросов, а большинство
юзеров пытается обойтись только одним ключевым словом - ""Дай"".


",1
7959,Я перевёлся,0
7344,,0
7448,,0
83,"Новый русский купает своего маленького сына в детской ванночке и приговаривает:
- Моем, моем трубочиста чисто-чисто, конкретно-конкретно!

",1
873,"Порой мужчина растворяется в женщине как джин в тонике - вроде он есть,
а крепость уже не та.


",1
9605,,0
7635,,0
4557,"Начальник орет - не может кончить, замолчал - кончил.


",1
4500,"Надпись на колбасе:
Не содержит никаких продуктов, в том числе - генно-модифицированных.

",1
4647,"Пни недели: поневольник, вздорник, череда, чертверх, потница, своббота, раскисенье (два последних - буходные, остальные - трудни).
",1
2038,"alien"" приезжай
кошка"" иди в жопу
alien"" чево
кошка"" не надо ставить песен типа ""станочек мой станочек"" когда мы любовью занимаемся
кошка"" ты мудак , и гребенщиков твой тоже..

",1
9694,"не со всем согласен, но России тогда говнеца навернули знатно а вообще норм день, у меня у бати др",0
6909,"[id749236784|Валерия], спасибо🙏💕",0
2450,"Излишек знаний вредит пищеварению...


",1
3954,"Читающий психософию - оригинал, прочитавший - достоин уважения, понявший
- психософ.


",1
2329,"В России трезвость - это норма выпитого, а поиск этой нормы - норма жизни.

",1
9124,,0
7044,жоска,0
5042,Движение - жизнь. Вот бы физра была с выбором вида спорта - жить было бы круто.,0
9364,Сэнергия,0
4746,"В России две беды - пи%&уховность и пи%&орожие...


",1
9367,,0
9402,"[id541408065|Дмитрий], мы Чемпионы 6 раз!🏆🐘💙",0
6491,,0
6637,,0
7225,Шпиль вернули!!!,0
2401,"Математический кошмар - квадратный трехчлен.


",1
5520,Koмy нyжнo зaкрыть какиe-либо пpeдметы? Пишите в личкy,0
1216,"Лучше синица в небе, чем птица обломинго в штанах.


",1
8695,"[id262193252|Andrey], паша техник твоя специальность",0
6020,,0
6865,,0
1064,"У тебя IP как у заречинского бобра!


",1
3786,"Все люди - братья: живут, как будто делят наследство.


",1
4410,"Философы хороши тогда,когда они не пытаются изменит мир.


",1
6859,.,0
6760,,0
5523,,0
5996,Катя лучшая 🥰❤️🔥,0
8833,,0
5888,,0
2161,"Радуга - это ленточка, которой Природа подвязывает волосы, вымыв голову.


",1
3008,"Холодные женщины не краснеют.


",1
1105,"Свобода есть утрата всяческих надежд.


",1
6654,,0
692,"Обезьяна вцепилась в дерево задними руками.
",1
9957,,0
4956,"Из заголовков прессы:После двух месяцев размышлений, эстонская пресса перепечатала ""датские карикатуры"".
",1
6597,,0
8480,"[id542227880|Анастасия], оу ❤🔥",0
4369,"УК РФ дохуя чего приследует, токо не всё догоняет

",1
2765,"Какой-такой копирайт - ведь бог с тебя не берет за вдохновение?


",1
3929,"На экзаменах в разведшколу абитуриент Петр Семенов не ответил ни на один вопрос, в результате чего был принят сразу на второй курс.
",1
7134,"[id246036620|Артём], да вы, батенька, просто в комменты подслушки редко заглядываете. Это чудо тут под каждым вторым постом кому-то что-то пытается доказать",0
8735,"[id667414204|Андрей], здравствуйте. В нашей группе не приветствуется офтоп, это зафиксировано [https://vk.com/@tomskuniversity-pravila-soobschestv-tgu|в правилах сообщества].  Очень жаль, что вы столкнулись с такой ситуацией. Пожалуйста, напишите нам или свяжитесь с нашим контакт-центром, мы постараемся вам помочь.  Написать: https://vk.com/write-10540 Позвонить: 8(3822)785672",0
7530,Можно номер?,0
7528,,0
628,"Новая русская рулетка - это автомат Калашникова.


",1
2451,"Чем лучше узнаешь Чубайса, тем больше начинаешь любить Берию.


",1
6239,"[id82234233|Фарида], ок",0
7012,,0
3824,"Если последний смеется над первым, значит, он взял без очереди...


",1
8977,"[id456565624|Наташа], нет it факультета в московской вышке. Есть фкн и миэм (возможно что-то ещё есть). Фкн — Покровский бульвар, 11, метро Курская. миэм — метро Строгино, Таллинская, 34",0
2652,"С возрастом понимаешь, что секс - это не самое главное, и пора заняться
чем-нибудь другим, например, начать зарабатывать.


",1
9107,,0
3743,"- Слышали, киргизы очень любят рок-н-ролл, но часто путают его с рахат-лукумом.

",1
2176,"Для нашей милиции удача - это взять преступника не с поличным, а с наличными.

",1
9906,Лиза самая лучшая и красивая!!!,0
9263,"[id173613753|Юлианна], не знаю, что Вы там прошли, но Ваш опыт — это Ваш опыт)  «а много людей прошли через» потрясающий посвят и чудесную смену Подъяково ☺️  В то время как одни нашли кусты, другие нашли любовь 🙈✨",0
3318,"Похоронил мужик тёщу идёт с кладбища домой а птичка ему нагадила на голову тот поднимает личико к небу и говорит: Что ты уже там?

",1
6343,Идеальное сочетание экономики и программирования в радике 💥,0
2787,"Мужчина интересен своим будущим‚а женщина своим прошлым.


",1
4105,"Царевна-лесбияна


",1
6355,"Жалкая пародия , настоящие парни играют в Random dice",0
1676,"Программистское народное ругательство: motherhacker!
",1
3947,"Не люблю летать на самолетах: мне кажется,что моего летчика только что
выпустили из сумашедшего дома, да и то потому, что обнаружили у него
рак легких.


",1
4444,"- Я же, по-моему, ясно сказала НЕТ, значит, вынь!

",1
2936,"Полевая мышь,зарубленная топором в спину.
",1
9005,,0
7766,ваши ответы могут помочь поставить автоматы с продукцией 😎🙏🏻,0
5722,,0
7441,,0
2503,"Под здравым смыслом всякий разумеет только свой собственный.

",1
8482,Все так и эксплуотируют бесплатный труд),0
2369,"Дайте мне средства, и я забуду про цель


",1
4967,"вникнуть в запах ног


",1
5883,,0
2217,"""brammator"" Египетский бог Сет отвечал за переменные окружения.

",1
5847,+,0
2218,"Кто к нам с чем придет от того и погибнет!


",1
3326,"Музыкальные новости: Небывалым тиражом разошелся дебютный диск группы """"CD-RW"""" с альбомом """"700 Mb"""".

",1
6733,бросил?),0
3583,"Карабас Барабас два месяца не мог сидеть из-за того, что как-то раз сказал Буратино, что отдаст ему Золотой ключик, только после того, как тот поцелует его в задницу.
",1
9824,"Марина здравствуйте,  он у меня в другом городе",0
3619,"Им было по четырнадцать - но нам дали по пятнадцать.

",1
7707,[id550026391|@yungshooter],0
6432,"2!!! Милова, какой взгляд😍",0
3115,"Солдат не щадит живота своего в бою, генерал - за столом.


",1
85,"Я водку бы выпил только за то, что в ней сорок градусов спирта.


",1
5973,"[id465195655|Ника], https://t.me/stankin_bot",0
2801,"Девушки, не занимайтесь любовью с уголовниками - они плохо кончают!


",1
3671,"Если куришь ты бычок, не кидай его в толчокЛучше брось за унитаз и покуришь еще раз!
",1
3667,"Первй сын - комом


",1
9794,,0
5158,"Добрый день. Могу отдать часть высокосортных семян из Финляндии. Подсолнух 5м и 1,5м.  фасоль, горох.",0
5725,Ярослава солнышко🥺🫶🏼,0
4590,"Я не хам, просто провокатор...


",1
2019,"Лучше иметь большой живот от пива, чем маленький горбик от тяжелой
работы.


",1
7831,больше к 4 варианту....,0
2525,"Женщина, как автобус - проще дождаться следующего, чем бежать за ним.


",1
8286,,0
9206,,0
3212,"Согласно теории вероятности, если все молекулы стакана станут двигаться
в одном направлении - стакан подпрыгнет.


",1
519,"Он ворвался в комнату и увидел рядом со своей женой мужчину со следами эрекции на лице.

",1
5366,,0
6762,"[club39683739|РГСУ], а на этом фото официального закрытия-Подготовительный факультет!спустя 23 часа после закрытия другой результат?как это может быть?)",0
2895,"Явная спорность мысли - все же не то, что ее явная абсурдность.


",1
244,"Если скрестить ужа и ежа, получится 1,5 метра колючей проволоки.
",1
5930,"Тиндер создан не для того, чтобы ты нашел себе пару, а чтобы заработать на тебе денег",0
4714,"Продается кровать двуспальная, в отличном состоянии, с приятным скрипом.


",1
9567,,0
3425,"""Харпер"" Кстати, я тут вчера пленку с фоторужья проявил, видел там твои гланды, ты что, застрелиться хотел?

",1
6931,Суперская штучка),0
6720,,0
7410,940,0
6177,Спасибо большое 💋,0
7250,Елена Харченко ❤️❤️❤️❤️🤟🤟🤟🤟🤟🔥🔥🔥🔥🔥💐💐💐💐💐,0
5509,Единоборства,0
2001,"Не нытьем так каканьем


",1
885,"Жила-была Красная шапочка правда шапочка у неё была серая из волка просто носила она её мясом наружу.

",1
869,"Филиппу Киркорову присвоено новое звание: «Стоцкий советник»
",1
9688,"[id306905891|Василиса], и снова 3-е сентября 😭  🎁 Осталось 80 призов.   Получите ещё 3 попытки, подписавшись на сообщения сообщества 💬",0
5720,,0
356,"На безрыбье и Дед Мороз - Снегурочка.


",1
9907,Мы ждём только тебя 😉,0
5451,[id134192667|Айгуль] с днём рождения! 🥳,0
8193,,0
6438,Какие они крутые 🖤🖤🖤🖤,0
7704,,0
1275,"$1edgeаська - исключительно мужское изобретениев разделе ""интересы"" есть категория ""женщины"" и нет категории ""мужчины""

",1
1890,"Традиционное русское блюдо - каша в голове.


",1
8686,Типикал гуманитарий,0
6568,Всем любителям питерских пышек посвящается...,0
9623,"[id614583910|Ангелина], ваш комментарий уже не последний 🤔   Вы можете попробовать ещё 85 раз.",0
3563,"Глупые за пазухой держат камень, умные - папку с компроматом.


",1
5787,"[id481181562|Даниил], дедпи47",0
4958,"Пенсии опять завели свою жалобную песню.


",1
1546,"Срок службы унитаза зависит от того, садитесь ли вы на него с разбега или нет.

",1
2380,"До 30 лет женщина отгоняет от себя всех козлов,
а после тридцати пытается подманить оставшихся.

",1
3823,"Ves†nik (21:03:02 11/08/2007)
у нас в военкомате на порадном входе висит табличка, с одной стороны написано: ""мы сегодня не работаем"" а с другой: ""перерыв""

",1
3232,"""Kildor"" PHP в DHTML это даже не удаление гланд через жопу, это удаление гланд через чужую жопу.

",1
8399,Вот вам идея для стартапа - арендуете помещение поблизости и открываете прачечную самообслуживания.,0
3306,"По улице шли женщины и люди.


",1
492,"Пиво и Чупа-Чупс совместимы: и то, и другое сосется до опупения!


",1
3499,"Те, у кого есть и мозги, и связи идут в бизнес; те, у кого есть мозги, но нет связей - в науку; те, у кого есть связи, но нет мозгов - в политику!
",1
6664,"[id522480982|Мишель], это старая версия, поменялись некоторые даты",0
1116,"Яблонь у нас много – у нас Ньютонов не хватает!


",1
5637,"[id754134739|Larisa], спасибки, подтверждаю был волшебный опыт обращения. Мне очень понравилось.",0
8774,,0
6146,"[id278087099|Алёна], угадайте, где приз 🎁 Дарим ещё 5 попыток.",0
9867,,0
8775,"[id528581984|Соня], Все нормально) Просто решил словесно преукрасить",0
6707,оо класс 👍,0
9948,Обновите видео!!!,0
7965,,0
3645,"вежливая просьба заткнуться:
закрой рот с той стороны.


",1
2500,"Мочевые пути неисповедимы


",1
5677,"[id2789320|Александр], ребята будут участвовать в конкурсе 26 числа :) там  испытания и задания на месте",0
5241,"Ребята, вы лучшие👍👏🙏",0
6518,Мясоедов,0
2783,"Как раз то настроение, чтобы кликать на баннеры...


",1
6158,,0
3809,"Если ты еще раз, пьяная морда, будешь копировать музыку с моего плеера через CTRL+X...

",1
9428,"[id503877544|Александр], я поступала 3 года назад с баллом 4.55 Я этом году поступали ребята и с 4.4, правда это самый минимум",0
9524,,0
8599,"[id560974075|Степан], возвращайтесь в игру 😏 У вас есть ещё 93 попытки.",0
1696,"""Изменим Филипс к лучшему""
Жизнь


",1
5685,где Русские песни мда,0
8367,200 процентная,0
5939,"[id4151989|Андрей], крыса ты, что бы там ни было",0
2052,"Чистая прибыль от грязной сделки.


",1
1776,"Пожилая дама ответила молодому человеку, предложившему ей руку и сердце:- Если для пересадки, то я согласна!
",1
6560,😍🥰😍🥰😍😍,0
3313,"Правила моды по-московски: - Если вас стали часто останавливать милиционеры в Москве, значит пора обновлять гардероб.
",1
4781,"Мусоропровод - внутренняя связь в милиции.
",1
8538,,0
6781,🙏🙏🙏,0
1592,"В США дураки живут по разумным законам; в России умные пытаются жить по
идиотским законам.


",1
1723,"Народная примета: если фильм продается на DVD во всех киосках, значит скоро его начнут показывать в кинотеатрах.

",1
215,"Колобок свернулся калачиком и мирно заснул.


",1
6326,НДиСО💜💜💜,0
8256,умнички 🥰👍,0
490,"""php-coder"" aphlux: один парень на том форуме сказал, что ему за день 15 человек эту ссылку прислали)""aphlux"" php-coder: баян 15 порядка?

",1
9133,какие красивые девочки 🔥😍,0
3483,"Светская хроника: Борис Гребенщиков наградил Киркорова
Почетной Филькиной Грамотой.


",1
5102,"А где находится ДОЛ ""Солнечный""?)",0
5187,"[id264982125|Дарья], и снова 3-е сентября 🥺 На фото я твоё взгляну...  У вас осталось 2 попытки из 3.   🎁 Осталось 84 приза.  Получите ещё 3 попытки, подписавшись на сообщения сообщества 💬",0
3431,"Чтобы бит умным нужно бит хорошим дураком.


",1
9198,СОЦ 1-1 СОЦ 1-1,0
7710,"[id25040313|Ирина], много? Это всё за 5 минут в поисковиках находится. И понятно, что полезной деятельности у Вас где-то около нуля.",0
5513,,0
25,"Дороги у нас плохие, зато шлагбаумы хорошие.
",1
3512,"Невезуха - это поломанный транспорт


",1
2409,"Степень плоскости шутки зависит от точки зрения читателя.


",1
3270,"Маленький мальчик нашел пистолет - Больше у мамы любовников нет.
",1
5209,,0
8711,ну просто🔥🔥,0
1552,"Если вы научились управлять тремя мужчинами, то наверняка сможете
управлять и тысячей, если вы научились управлять тысячей женщин, то
совсем необязательно, что  сможете управлять одной.


",1
9197,[id202792699|Арина],0
8621,"[id274904174|Андрей], вы лучшие!",0
3871,"Ты от любви моей не застрахован.


",1
3402,"Нетени кота за дырку


",1
4529,"Остров Невезения в океане есть
Весь политый семенем, абсолютно весь


",1
979,"Это было началом конца того, что казалось мне целой вечностью.


",1
2655,"Не было бы счастья, да соседское несчастье помогло.


",1
1847,"Буду называть номера - выходить из строя: метр девяносто три...
",1
7964,,0
8240,Наташенька поздравляю!Умничка.,0
7145,Ставкаставни,0
7299,"Как точно сказано, большая дружная семья 😍",0
5721,🤯,0
515,"Учитель на уроке:
Последний член этой формулы маленький, но очень чувствительный

",1
8745,Денис Матыцын нервно дышит в спину🤣,0
8297,Алина🔥🔥🔥,0
1102,"Ни один мужчина не умаляет своего достоинства.


",1
3276,"Все хорошо, во что хорошо кончается.


",1
7217,,0
7389,"Емае, опасность подошла оттуда, откуда ее не ждали 😶‍🌫️",0
9077,нефор?,0
8337,Хочу рулить 🛞,0
3996,"Фотомордень.


",1
194,"Feedthe: Я не воспринимаю всерьез людей, которые появились на свет позже 95 винды.

",1
4711,"Идеальный мужчина не пьёт, не курит, не играет на скачках, никогда не спорит и не существует.

",1
643,"Безвинных губит злая лесть, калечит подлость, душит месть...


",1
9089,,0
3285,"Делает миньет сестра брату и говорит:
- У тебя чл*н как у отца
- Я знаю, мама мне уже говорила

",1
3116,"Наш Мамай - ласково называют Черномырдина члены партии(орды) НДР


",1
6476,Второе здание было долгое  время замороженным но это было в советское время !!!,0
3575,"Сытые мира сего страшнее сирых его.

",1
